# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 83 598 239 29564 1834
p 2 53 657 210 33530 1861
p 2 62 648 210 37735 1926
p 2 52 632 236 43405 1969
p 2 81 623 216 47536 2202
p 2 50 656 214 45785 2068
p 2 23 679 218 45388 1907
p 2 12 689 219 42668 1809
p 2 27 674 219 45158 1854
p 2 86 640 194 54914 2312
p 2 171 547 202 66664 2704
p 2 12 700 208 49369 1911
p 2 18 697 205 52047 1877
p 2 37 687 196 54259 1997
p 2 114 596 210 61410 2378
p 2 87 635 198 52950 2274
p 2 36 674 210 48865 2037
p 2 43 681 196 49518 2112
p 2 3 696 221 35867 1638
p 2 6 706 208 34682 1623
p 2 0 670 250 9666 1095
p 2 2 685 233 35370 1537
p 2 0 682 238 14631 1137
p 2 2 677 241 29725 1367
p 2 0 672 248 9218 1074
p 2 0 673 247 27472 1292
p 2 0 685 235 13381 1088
p 2 2 690 228 24975 1245
p 2 0 655 265 9425 1014
p 2 0 683 237 27290 1233
p 2 0 672 248 17798 1153
i 2 920 0 0 38948 3724
p 2 0 714 206 16594 1159
p 2 0 691 229 8232 1051
p 2 0 684 236 8516 1005
p 2 0 670 250 7818 990
p 2 0 672 248 8829 992
p 2 0 682 238 8802 998
p 2 0 679 241 8768 1018
p 2 0 661 259 8513 971
p 2 0 671 249 9436 991
p 2 0 662 258 9559 982
p 2 0 678 242 9304 1019
p 2 0 682 238 10742 1017
p 2 0 681 239 7975 1011
p 2 0 664 256 10420 1011
p 2 0 673 247 8718 973
p 2 0 664 256 8685 987
p 2 0 687 233 9364 1009
p 2 0 670 250 9729 991
p 2 0 675 245 9882 1003
p 2 0 656 264 8626 980
p 2 0 672 248 10878 998
p 2 0 662 258 10162 1002
p 2 0 672 248 8842 984
p 2 0 682 238 10168 1017
p 2 0 678 242 12232 1036
p 2 0 680 240 15153 1053
p 2 0 668 252 13137 1008
p 2 0 683 237 13384 1021
p 2 0 674 246 12145 1048
p 2 0 669 251 11493 1003
p 2 0 674 246 12952 1036
p 2 0 682 238 13637 1062
p 2 0 668 252 10798 1004
p 2 0 668 252 12687 1023
p 2 0 666 254 12322 1038
p 2 0 674 246 12380 1036
p 2 0 668 252 11463 1026
p 2 0 675 245 11015 1029
p 2 0 667 253 10106 976
p 2 0 662 258 9522 998
p 2 0 671 249 9654 1004
p 2 0 659 261 11348 993
p 2 0 686 234 10396 1032
p 2 0 668 252 9402 1009
p 2 0 689 231 10652 1049
p 2 0 669 251 10841 1015
p 2 0 679 241 9931 1011
p 2 0 683 237 10498 1037
p 2 0 676 244 10254 1024
p 2 0 676 244 9270 1007
p 2 0 672 248 10041 988
p 2 0 668 252 10893 1012
p 2 0 680 240 10504 1027
p 2 0 675 245 10244 1021
p 2 0 668 252 10288 1014
p 2 0 654 266 10638 971
p 2 0 676 244 9605 990
p 2 0 679 241 10820 1018
p 2 0 678 242 9797 1024
p 2 0 666 254 10366 992
p 2 0 667 253 10435 1011
p 2 0 661 259 9975 1000
p 2 0 671 249 10685 995
p 2 0 670 250 9690 1006
p 2 0 673 247 12702 1023
p 2 0 686 234 10048 1027
p 2 0 688 232 9254 1033
p 2 0 648 272 10465 988
p 2 0 670 250 11073 1006
p 2 0 662 258 10747 995
p 2 0 668 252 9544 993
p 2 0 692 228 11289 1038
p 2 0 682 238 9678 1026
p 2 0 666 254 11339 1018
p 2 0 680 240 9785 996
p 2 0 674 246 10763 1015
p 2 0 681 239 10569 1026
p 2 0 679 241 9626 1008
p 2 0 674 246 10870 1017
p 2 0 694 226 11687 1065
p 2 0 668 252 9753 989
p 2 0 688 232 11119 1029
p 2 0 677 243 11146 1029
p 2 0 681 239 10469 1009
p 2 0 666 254 10432 1010
p 2 0 663 257 11194 1005
p 2 0 670 250 10906 996
p 2 0 670 250 10518 1020
p 2 0 671 249 10844 1003
p 2 0 687 233 10814 1023
p 2 0 672 248 9762 1020
p 2 0 678 242 10981 1048
p 2 0 675 245 10920 1012
p 2 0 663 257 10267 1015
p 2 0 666 254 10852 999
p 2 0 679 241 11294 1034
p 2 0 669 251 11723 1023
p 2 0 659 261 9999 1001
p 2 0 670 250 10987 982
p 2 0 671 249 11925 1025
p 2 0 674 246 10170 997
p 2 0 678 242 11013 1021
p 2 0 684 236 10764 1033
p 2 0 671 249 11466 1007
p 2 0 671 249 10059 990
p 2 0 667 253 10555 1004
p 2 0 678 242 11613 1011
p 2 0 672 248 9707 1014
p 2 0 668 252 11368 1011
p 2 0 685 235 10589 1038
p 2 0 673 247 12165 1003
p 2 0 664 256 10038 1011
p 2 0 671 249 11272 1020
p 2 0 676 244 11868 1042
p 2 0 680 240 10414 1026
p 2 0 672 248 11349 1015
p 2 0 676 244 12159 1016
p 2 0 661 259 9914 994
p 2 0 668 252 10712 1003
p 2 0 690 230 11384 1054
p 2 0 676 244 10520 1029
p 2 0 679 241 10359 1027
p 2 0 676 244 11306 1024
p 2 0 664 256 11745 999
p 2 0 675 245 10012 1011
p 2 0 692 228 13676 1050
p 2 0 678 242 11702 1018
p 2 0 673 247 11063 1012
p 2 0 665 255 9897 983
p 2 0 672 248 11658 1024
p 2 0 674 246 10658 1026
p 2 0 673 247 10189 1005
p 2 0 677 243 12113 1034
p 2 0 660 260 10744 998
p 2 0 670 250 10449 998
p 2 0 677 243 12321 1043
p 2 0 676 244 10945 1027
p 2 0 678 242 11460 1032
p 2 0 662 258 10669 1003
p 2 0 665 255 13245 1029
p 2 0 670 250 10518 995
p 2 0 673 247 10384 1008
p 2 0 668 252 10728 1003
p 2 0 680 240 12375 1034
p 2 0 677 243 10840 1030
p 2 0 663 257 10676 999
p 2 0 665 255 11459 990
p 2 0 678 242 11413 1030
p 2 0 673 247 11129 1014
p 2 0 677 243 10899 1014
p 2 0 681 239 11929 1037
p 2 0 660 260 10273 991
p 2 0 669 251 12643 1007
p 2 0 664 256 11353 1009
p 2 0 669 251 10987 1011
p 2 0 674 246 10607 1012
p 2 0 671 249 12008 1025
p 2 0 653 267 11516 1005
p 2 0 679 241 11449 1016
p 2 0 665 255 12057 1044
p 2 0 694 226 13113 1076
p 2 0 666 254 12117 1014
p 2 0 687 233 11930 1064
p 2 0 690 230 12162 1078
p 2 0 672 248 12669 1024
p 2 0 681 239 16360 1079
p 2 0 677 243 11360 1037
i 2 920 0 0 35133 3860
p 2 0 688 232 15322 1213
p 2 240 454 226 41290 2694
p 2 46 652 222 18351 1573
p 2 80 629 211 42447 2174
p 2 7 668 245 13347 1353
p 2 32 662 226 41948 1909
p 2 0 682 238 10915 1224
p 2 51 651 218 39640 1926
p 2 0 655 265 5142 1069
p 2 1 680 239 17757 1260
p 2 0 646 274 4228 968
p 2 0 615 305 3354 933
p 2 1 644 275 14542 1145
p 2 0 644 276 5414 965
p 2 1 646 273 6498 981
p 2 0 624 296 6588 927
p 2 0 620 300 4098 900
p 2 0 630 290 5077 939
p 2 0 585 335 4260 868
p 2 0 640 280 5466 922
p 2 1 610 309 6663 907
p 2 0 605 315 4056 907
p 2 0 613 307 5152 898
p 2 0 627 293 5872 899
p 2 0 585 335 2386 866
p 2 0 542 378 2013 795
p 2 1 634 285 3973 919
p 2 0 548 372 2115 807
p 2 0 611 309 4673 872
p 2 0 639 281 3593 939
p 2 0 566 354 3688 832
p 2 0 542 378 2295 796
p 2 1 558 361 2923 812
p 2 0 538 382 2280 792
p 2 0 565 355 2955 842
p 2 0 545 375 3148 816
p 2 0 603 317 3782 877
p 2 0 540 380 2359 798
p 2 0 581 339 4408 855
p 2 0 559 361 2916 816
p 2 0 553 367 2482 818
p 2 1 590 329 5779 872
p 2 0 596 324 2944 862
p 2 0 581 339 4867 851
p 2 0 559 361 3017 843
p 2 0 549 371 3039 825
p 2 0 538 382 2323 795
p 2 1 528 391 2833 786
p 2 0 518 402 2120 776
p 2 0 526 394 2334 782
p 2 0 518 402 1993 764
p 2 0 570 350 4054 817
p 2 0 564 356 5355 832
p 2 0 557 363 6642 845
p 2 0 649 271 12313 1002
i 2 920 0 0 35518 3824
p 2 0 708 212 18218 1343
p 2 0 709 211 13299 1183
p 2 0 694 226 16523 1237
p 2 0 702 218 14005 1198
p 2 0 700 220 12257 1161
p 2 0 704 216 15515 1283
p 2 0 688 232 10623 1188
p 2 1 699 220 13408 1209
p 2 0 698 222 15724 1217
p 2 0 695 225 13969 1198
p 2 0 695 225 13562 1186
p 2 0 701 219 17156 1238
p 2 0 700 220 12410 1171
p 2 0 704 216 13915 1188
p 2 0 696 224 14317 1169
p 2 0 700 220 13960 1153
p 2 0 702 218 12696 1141
p 2 0 708 212 18718 1274
p 2 0 696 224 13055 1175
p 2 0 704 216 16491 1235
p 2 0 701 219 16293 1206
p 2 0 710 210 15015 1212
p 2 3 700 217 13081 1173
p 2 1 709 210 15016 1201
p 2 0 708 212 14295 1188
p 2 0 706 214 11728 1158
p 2 0 699 221 16113 1203
p 2 0 700 220 15408 1194
p 2 0 698 222 10463 1133
p 2 0 696 224 16360 1235
p 2 0 709 211 12357 1160
p 2 0 699 221 11893 1145
p 2 0 703 217 14190 1182
p 2 0 696 224 15967 1255
p 2 0 701 219 12304 1155
p 2 0 701 219 14429 1217
p 2 0 699 221 11008 1164
p 2 1 701 218 11936 1158
p 2 0 709 211 13905 1224
p 2 0 707 213 14939 1263
p 2 0 722 198 11483 1218
p 2 1 705 214 15301 1220
p 2 0 702 218 10431 1161
p 2 0 709 211 12564 1187
p 2 0 707 213 12640 1196
p 2 19 698 203 14262 1298
p 2 0 712 208 10550 1182
p 2 0 710 210 11451 1175
p 2 0 704 216 10177 1158
p 2 0 701 219 10860 1158
p 2 17 689 214 12827 1219
p 2 17 688 215 11298 1240
p 2 0 703 217 8992 1130
p 2 0 699 221 12186 1186
p 2 0 711 209 8287 1153
p 2 0 714 206 9380 1189
p 2 0 714 206 10729 1219
p 2 0 699 221 9051 1153
p 2 0 703 217 7377 1126
p 2 0 705 215 12576 1209
p 2 8 694 218 8520 1168
p 2 0 696 224 6681 1089
p 2 0 702 218 11757 1196
p 2 0 695 225 9649 1168
p 2 0 699 221 8277 1152
p 2 0 708 212 8763 1143
p 2 0 703 217 10767 1186
p 2 0 692 228 8521 1155
p 2 0 702 218 9585 1170
p 2 0 697 223 7709 1144
p 2 0 704 216 8744 1124
p 2 0 706 214 10199 1176
p 2 0 703 217 7276 1143
p 2 0 706 214 8524 1153
p 2 0 699 221 9357 1143
p 2 0 698 222 8622 1134
p 2 0 701 219 7376 1126
p 2 0 707 213 9798 1173
p 2 0 713 207 10931 1217
p 2 0 699 221 7336 1113
p 2 0 701 219 8822 1120
p 2 0 706 214 10347 1177
p 2 0 705 215 8870 1161
p 2 1 702 217 10105 1195
p 2 0 706 214 10735 1205
p 2 0 703 217 7777 1157
p 2 0 699 221 7442 1122
p 2 0 698 222 9683 1156
p 2 0 711 209 8933 1140
p 2 0 697 223 9739 1158
p 2 0 703 217 8023 1142
p 2 0 699 221 7121 1125
p 2 2 698 220 9491 1148
p 2 5 685 230 10727 1202
p 2 3 697 220 7465 1117
p 2 3 693 224 7727 1126
p 2 3 699 218 10514 1182
p 2 4 701 215 7449 1155
p 2 0 708 212 7833 1141
p 2 0 709 211 9422 1153
p 2 0 704 216 7481 1138
p 2 0 703 217 9959 1209
p 2 4 700 216 7607 1166
p 2 0 700 220 8087 1124
p 2 3 702 215 9142 1179
p 2 0 701 219 7896 1133
p 2 0 707 213 6926 1147
p 2 1 698 221 8877 1183
p 2 2 700 218 8334 1157
p 2 2 704 214 8582 1161
p 2 1 700 219 9552 1146
p 2 3 699 218 6895 1131
p 2 0 694 226 8193 1160
p 2 0 700 220 9314 1175
p 2 0 698 222 9278 1176
p 2 0 698 222 7066 1191
p 2 0 689 231 7052 1122
p 2 0 696 224 10357 1188
p 2 1 694 225 7658 1127
p 2 3 695 222 8748 1158
p 2 0 706 214 8140 1163
p 2 0 701 219 7086 1139
p 2 4 698 218 8024 1164
p 2 0 703 217 10712 1190
p 2 4 696 220 7446 1165
p 2 1 707 212 8834 1171
p 2 3 705 212 7532 1146
p 2 0 700 220 9215 1151
p 2 0 708 212 10136 1212
p 2 0 710 210 9895 1221
p 2 0 711 209 7640 1169
p 2 0 713 207 9931 1174
p 2 0 714 206 10936 1216
p 2 0 706 214 7926 1126
p 2 0 716 204 10785 1193
p 2 0 715 205 8864 1155
p 2 0 718 202 9805 1189
p 2 0 709 211 10892 1179
p 2 1 717 202 10467 1201
p 2 2 711 207 9777 1190
p 2 2 719 199 11750 1216
p 2 1 707 212 9809 1181
p 2 1 709 210 8574 1163
p 2 0 712 208 11855 1181
p 2 0 705 215 9601 1162
p 2 0 716 204 11838 1208
p 2 0 713 207 12891 1224
p 2 0 714 206 9470 1174
p 2 0 712 208 10683 1182
p 2 0 712 208 13162 1222
p 2 0 715 205 9389 1175
p 2 0 716 204 12006 1197
p 2 1 723 196 13582 1253
p 2 1 720 199 10768 1210
p 2 2 724 194 9683 1198
p 2 1 716 203 13441 1216
p 2 1 724 195 11054 1216
p 2 0 711 209 12009 1198
p 2 0 724 196 12626 1202
p 2 0 704 216 10079 1136
p 2 0 722 198 10878 1162
p 2 0 706 214 14753 1209
p 2 0 716 204 10765 1199
p 2 0 699 221 10917 1149
p 2 1 707 212 14362 1206
p 2 1 693 226 9801 1139
p 2 1 710 209 10650 1183
p 2 1 701 218 12409 1195
p 2 0 707 213 11697 1175
p 2 0 702 218 10500 1171
p 2 0 699 221 15146 1214
p 2 1 696 223 9041 1127
p 2 1 703 216 11697 1159
p 2 0 694 226 14335 1196
p 2 0 699 221 10303 1134
p 2 0 696 224 9685 1152
p 2 0 702 218 13784 1196
p 2 0 699 221 10109 1150
p 2 0 706 214 10704 1135
p 2 1 700 219 11774 1190
p 2 0 702 218 10753 1147
p 2 0 698 222 9949 1159
p 2 0 700 220 13325 1202
p 2 0 701 219 9006 1141
p 2 0 701 219 9341 1161
p 2 0 704 216 13816 1223
p 2 0 698 222 9857 1171
p 2 0 702 218 9346 1169
p 2 0 690 230 9474 1129
p 2 0 700 220 11464 1154
p 2 0 700 220 11589 1147
p 2 0 697 223 5662 1074
p 2 0 688 232 9570 1094
p 2 0 682 238 10286 1068
p 2 0 626 294 4265 923
p 2 0 596 324 2971 887
p 2 0 653 267 3713 942
p 2 0 656 264 2683 922
p 2 0 629 291 4067 896
p 2 0 544 376 2007 793
p 2 0 566 354 2338 817
p 2 0 543 377 2240 800
p 2 0 615 305 2441 876
p 2 0 642 278 2301 911
p 2 0 591 329 2356 842
p 2 0 570 350 2756 835
p 2 0 586 334 3664 855
p 2 0 614 306 4979 914
p 2 0 626 294 2132 875
p 2 0 634 286 3211 921
p 2 0 607 313 2101 873
p 2 0 535 385 1847 776
p 2 0 592 328 2821 865
p 2 0 625 295 2944 899
p 2 0 592 328 2025 850
p 2 0 533 387 1756 768
p 2 0 566 354 1909 809
p 2 0 558 362 2621 804
p 2 0 557 363 3725 805
p 2 0 593 327 4523 852
p 2 0 591 329 2783 862
p 2 0 626 294 2289 882
p 2 0 592 328 2575 840
p 2 0 545 375 3473 816
p 2 0 568 352 2305 827
p 2 0 562 358 2283 811
p 2 0 526 394 1606 759
p 2 0 607 313 2222 853
p 2 0 590 330 2120 828
p 2 0 497 423 1641 740
p 2 0 529 391 1858 784
p 2 0 557 363 2804 802
p 2 0 554 366 1849 794
p 2 0 635 285 2748 896
p 2 0 563 357 1687 805
p 2 0 511 409 2145 735
p 2 0 588 332 4631 866
p 2 0 583 337 2859 855
p 2 0 579 341 3444 850
p 2 0 651 269 3517 908
p 2 0 615 305 2389 862
p 2 0 501 419 1792 733
p 2 0 565 355 2711 807
p 2 0 567 353 2503 815
p 2 0 524 396 1633 771
p 2 0 641 279 2680 891
p 2 0 569 351 2345 815
p 2 0 528 392 2227 761
p 2 0 552 368 2504 803
p 2 0 514 406 2081 758
p 2 0 630 290 2380 878
p 2 0 583 337 1828 825
p 2 0 569 351 2570 808
p 2 0 530 390 1813 761
p 2 0 587 333 2637 851
p 2 0 520 400 2164 758
p 2 0 539 381 2275 769
p 2 0 584 336 1816 829
p 2 0 541 379 1869 772
p 2 0 531 389 1790 768
p 2 0 587 333 1888 839
p 2 0 502 418 1620 743
p 2 0 595 325 1879 834
p 2 0 505 415 1773 734
p 2 0 559 361 1437 795
p 2 0 491 429 1335 737
p 2 0 507 413 1427 739
p 2 0 490 430 1757 726
p 2 0 565 355 2760 806
p 2 0 567 353 1813 798
p 2 0 563 357 2385 803
p 2 0 537 383 1605 785
p 2 0 519 401 2131 763
p 2 0 534 386 2189 771
p 2 0 545 375 1623 768
p 2 0 482 438 1478 722
p 2 0 501 419 1358 729
p 2 0 519 401 1491 750
p 2 0 551 369 2675 800
p 2 0 574 346 3301 831
p 2 0 521 399 1846 750
p 2 0 558 362 2167 794
p 2 0 574 346 2873 810
p 2 0 522 398 1745 747
p 2 0 520 400 2552 769
p 2 0 557 363 2667 801
p 2 0 523 397 2467 763
p 2 0 518 402 1609 736
p 2 0 550 370 2594 787
p 2 0 501 419 1649 730
p 2 0 543 377 2267 780
p 2 0 457 463 1332 682
p 2 0 579 341 2342 820
p 2 0 575 345 3491 814
p 2 0 527 393 1877 765
p 2 0 477 443 1481 704
p 2 0 483 437 1624 719
p 2 0 451 469 1231 676
p 2 0 468 452 1233 691
p 2 0 578 342 1829 801
p 2 0 495 425 1467 731
p 2 0 537 383 2618 768
p 2 0 598 322 3854 859
p 2 0 538 382 2345 789
p 2 0 492 428 1568 712
p 2 0 590 330 2120 834
p 2 0 538 382 2594 784
p 2 0 528 392 2141 765
p 2 0 554 366 4877 816
p 2 0 532 388 3430 772
i 2 920 0 0 42414 4125
p 2 2 705 213 8727 1128
p 2 0 685 235 15137 1166
p 2 0 665 255 11032 1097
p 2 0 645 275 11865 1065
p 2 0 637 283 7299 955
p 2 0 657 263 9887 1011
p 2 0 632 288 6604 946
p 2 0 632 288 5346 914
p 2 0 627 293 9680 966
p 2 0 648 272 9159 983
p 2 0 625 295 6466 925
p 2 0 646 274 9575 990
p 2 0 614 306 4621 891
p 2 0 625 295 9715 951
p 2 0 592 328 3840 866
p 2 0 595 325 5748 885
p 2 0 604 316 3841 896
p 2 0 608 312 4949 901
p 2 0 592 328 3082 865
p 2 0 603 317 2583 892
p 2 0 616 304 8920 966
p 2 0 592 328 3868 867
p 2 0 587 333 3946 843
p 2 0 630 290 5517 902
p 2 0 558 362 2159 816
p 2 0 571 349 3104 827
p 2 0 567 353 2908 826
p 2 0 523 397 2004 778
p 2 0 568 352 3904 828
p 2 0 537 383 2496 783
p 2 0 541 379 2385 789
p 2 0 508 412 2010 753
p 2 0 587 333 5335 851
p 2 0 586 334 5481 862
p 2 0 541 379 3030 818
p 2 0 565 355 2563 825
p 2 0 565 355 2408 819
p 2 0 601 319 4895 873
p 2 0 610 310 6436 907
p 2 0 571 349 5438 854
p 2 0 566 354 3639 841
p 2 0 565 355 3349 819
p 2 0 605 315 7096 890
p 2 0 639 281 9737 986
p 2 0 582 338 3389 857
p 2 0 614 306 7813 936
p 2 0 603 317 3915 882
p 2 0 599 321 3714 857
p 2 0 620 300 4003 882
p 2 0 540 380 2123 795
p 2 0 608 312 3621 857
p 2 0 590 330 4908 852
p 2 0 598 322 4574 874
p 2 0 568 352 2950 819
p 2 0 572 348 2489 822
p 2 0 600 320 6521 881
p 2 0 593 327 4436 852
p 2 0 546 374 2279 793
p 2 0 618 302 4117 881
p 2 2 654 264 19046 1222
p 2 0 655 265 4480 976
p 2 2 652 266 19986 1313
p 2 0 656 264 5350 998
p 2 0 646 274 16908 1174
p 2 0 649 271 4336 961
p 2 0 696 224 17850 1267
p 2 0 658 262 4972 998
p 2 1 624 295 4186 933
p 2 0 665 255 7007 1000
p 2 0 635 285 4152 948
p 2 0 645 275 7076 960
p 2 1 649 270 6816 959
p 2 0 628 292 5557 907
p 2 0 610 310 4661 881
p 2 0 582 338 4453 853
p 2 0 618 302 4033 883
p 2 0 586 334 2673 840
p 2 1 637 282 6570 944
p 2 0 628 292 7341 910
p 2 0 628 292 6905 916
p 2 0 610 310 5879 894
p 2 0 597 323 4175 855
p 2 0 590 330 3050 848
p 2 1 574 345 3277 837
p 2 0 558 362 1830 807
p 2 0 573 347 2522 848
p 2 0 519 401 1910 773
p 2 0 602 318 5860 880
p 2 0 582 338 3494 868
p 2 1 630 289 8598 957
p 2 0 568 352 2927 835
p 2 0 586 334 7021 893
p 2 0 600 320 6304 898
p 2 0 615 305 4799 902
p 2 0 587 333 4873 878
p 2 0 614 306 5208 889
p 2 0 619 301 4279 882
p 2 0 583 337 3193 836
p 2 0 592 328 6073 882
p 2 0 562 358 4064 811
p 2 0 595 325 2494 849
p 2 1 578 341 3007 841
p 2 0 615 305 4941 866
p 2 0 538 382 2472 786
p 2 0 539 381 2762 795
p 2 0 555 365 2317 811
p 2 0 523 397 1955 769
p 2 1 603 316 3793 866
p 2 0 500 420 1779 739
p 2 0 630 290 8457 970
p 2 0 614 306 7129 926
p 2 0 575 345 3502 845
p 2 0 591 329 4651 854
p 2 1 612 307 5764 907
p 2 0 584 336 3609 845
p 2 0 579 341 3925 855
p 2 1 536 383 2571 806
p 2 0 555 365 2249 809
p 2 0 586 334 3650 846
p 2 0 583 337 3429 857
p 2 0 567 353 3884 823
p 2 0 549 371 3535 795
p 2 0 552 368 3094 796
p 2 0 549 371 2936 809
p 2 0 598 322 4406 848
p 2 0 591 329 3558 851
p 2 0 586 334 3271 843
p 2 0 546 374 3548 789
p 2 0 611 309 8624 912
p 2 0 605 315 4061 873
p 2 0 581 339 2517 830
p 2 1 619 300 5557 895
p 2 0 610 310 6182 898
p 2 0 581 339 5773 873
p 2 0 596 324 5441 844
p 2 0 587 333 3781 850
p 2 0 543 377 2543 817
p 2 0 606 314 3862 861
p 2 0 561 359 2303 816
p 2 0 567 353 2782 816
p 2 0 567 353 2660 838
p 2 0 567 353 2871 817
p 2 0 535 385 2062 789
p 2 0 588 332 3064 855
p 2 0 528 392 2034 780
p 2 0 619 301 7135 918
p 2 0 585 335 5120 864
p 2 0 574 346 3144 825
p 2 0 512 408 1834 760
p 2 1 576 343 3289 843
p 2 0 562 358 2331 807
p 2 0 536 384 3346 782
p 2 1 565 354 4292 825
p 2 0 544 376 2572 786
p 2 0 586 334 3293 846
p 2 0 567 353 2716 827
p 2 0 562 358 3015 811
p 2 0 544 376 2346 795
p 2 0 579 341 4853 848
p 2 1 548 371 2899 808
p 2 0 610 310 8229 931
p 2 0 589 331 3378 845
p 2 0 572 348 2430 825
p 2 0 595 325 3628 851
p 2 0 599 321 5545 887
p 2 0 581 339 3046 837
p 2 0 600 320 7186 899
p 2 0 599 321 4266 865
p 2 0 572 348 2440 823
p 2 0 598 322 4128 860
p 2 0 598 322 7730 868
p 2 0 589 331 5208 872
p 2 0 620 300 7187 924
p 2 0 619 301 8494 954
p 2 0 558 362 2714 831
p 2 0 566 354 4285 830
p 2 0 597 323 4530 856
p 2 0 593 327 6612 883
p 2 0 542 378 2655 794
p 2 0 590 330 3207 835
p 2 0 605 315 4111 870
p 2 0 556 364 2448 827
p 2 0 614 306 6527 899
p 2 0 528 392 2938 781
p 2 0 547 373 2173 799
p 2 0 566 354 3270 821
p 2 0 550 370 2985 797
p 2 0 551 369 2513 790
p 2 0 487 433 1589 733
p 2 0 536 384 2479 792
p 2 0 541 379 2052 787
p 2 5 562 353 5658 870
p 2 0 588 332 2357 860
p 2 5 600 315 8421 951
p 2 0 626 294 5390 909
p 2 1 594 325 6271 895
p 2 0 617 303 3327 899
p 2 0 568 352 2742 826
p 2 0 594 326 2197 850
p 2 0 580 340 3582 843
p 2 0 637 283 6950 912
p 2 0 605 315 5417 897
p 2 0 603 317 3499 859
p 2 0 593 327 2653 843
p 2 0 610 310 5895 902
p 2 0 612 308 5641 937
p 2 2 681 237 22631 1339
p 2 0 658 262 6542 1003
p 2 0 677 243 4739 1011
p 2 3 662 255 18859 1243
p 2 0 660 260 4446 985
p 2 0 653 267 6786 988
p 2 5 668 247 20118 1275
p 2 0 652 268 5965 978
p 2 0 641 279 4413 935
p 2 1 671 248 12992 1087
p 2 0 649 271 10956 1035
p 2 0 665 255 3838 950
p 2 0 652 268 6677 957
p 2 0 662 258 5219 966
p 2 0 619 301 2760 893
p 2 0 653 267 3117 940
p 2 0 599 321 2245 868
p 2 0 603 317 3305 874
p 2 0 631 289 8084 951
p 2 0 595 325 3098 863
p 2 0 596 324 3788 882
p 2 0 638 282 6993 916
p 2 0 587 333 3987 854
p 2 0 629 291 8524 947
p 2 0 590 330 5997 881
p 2 0 614 306 5114 900
p 2 0 577 343 3226 826
p 2 12 673 235 23797 1434
p 2 0 688 232 8612 1066
p 2 4 678 238 19844 1294
p 2 0 674 246 9533 1078
p 2 0 637 283 4309 967
p 2 4 658 258 19706 1258
p 2 0 670 250 7489 995
p 2 0 648 272 5660 965
p 2 0 651 269 3495 936
p 2 0 651 269 6764 952
p 2 0 654 266 5720 957
p 2 0 633 287 6103 920
p 2 36 651 233 24018 1622
p 2 0 663 257 8465 1029
p 2 0 638 282 4719 958
p 2 24 629 267 23662 1527
p 2 0 628 292 5212 951
p 2 0 617 303 2944 916
p 2 38 633 249 23432 1593
p 2 0 617 303 5868 959
p 2 0 645 275 5133 958
p 2 17 624 279 19757 1424
p 2 0 607 313 3765 956
p 2 0 628 292 3977 946
p 2 2 662 256 5939 993
p 2 0 639 281 5208 960
p 2 0 602 318 3602 877
p 2 0 623 297 5325 902
p 2 0 555 365 2154 818
p 2 0 605 315 5301 886
p 2 0 649 271 3488 928
p 2 0 604 316 4811 875
p 2 0 651 269 2755 934
p 2 31 627 262 25536 1551
p 2 0 667 253 7502 1029
p 2 26 623 271 22443 1507
p 2 0 676 244 7476 1030
p 2 13 630 277 23154 1477
p 2 0 615 305 3584 953
p 2 21 667 232 25620 1575
p 2 0 647 273 5304 1015
p 2 0 646 274 4335 965
p 2 3 665 252 12731 1162
p 2 0 654 266 4850 963
p 2 0 624 296 3140 896
p 2 2 647 271 12746 1136
p 2 0 635 285 3781 931
p 2 0 644 276 3094 928
p 2 3 662 255 8366 1046
p 2 0 668 252 3449 978
p 2 0 633 287 3336 945
p 2 0 640 280 6171 986
p 2 0 625 295 3592 922
p 2 0 621 299 3359 904
p 2 0 668 252 6995 985
p 2 0 602 318 3096 889
p 2 0 573 347 2089 848
p 2 1 635 284 4771 941
p 2 0 614 306 2543 884
p 2 0 630 290 4442 905
p 2 2 642 276 4682 939
p 2 0 625 295 4587 906
p 2 0 595 325 2484 858
p 2 0 609 311 4202 877
p 2 0 615 305 4241 884
p 2 0 583 337 2866 856
p 2 0 621 299 4507 898
p 2 0 567 353 2148 826
p 2 0 602 318 6169 910
p 2 1 611 308 5455 929
p 2 0 594 326 3412 863
p 2 0 608 312 2748 871
p 2 2 669 249 7671 1012
p 2 0 666 254 6611 999
p 2 0 622 298 3380 904
p 2 0 622 298 5024 914
p 2 0 612 308 3445 891
p 2 0 588 332 2394 833
p 2 0 627 293 3647 878
p 2 1 635 284 4339 937
p 2 0 646 274 5210 919
p 2 0 651 269 6897 955
p 2 0 640 280 3681 921
p 2 0 627 293 3794 908
p 2 0 656 264 6340 941
p 2 0 628 292 8553 961
p 2 0 644 276 5993 935
p 2 2 631 287 8161 940
p 2 0 615 305 5497 897
p 2 0 602 318 4568 876
p 2 37 642 241 22548 1566
p 2 0 662 258 4076 1036
p 2 0 619 301 3846 923
p 2 31 617 272 20967 1427
p 2 0 651 269 8186 1025
p 2 19 643 258 22155 1427
p 2 2 662 256 6064 1020
p 2 3 681 236 21076 1385
p 2 0 647 273 6773 1011
p 2 0 661 259 12488 1060
p 2 0 647 273 11688 1106
i 2 920 0 0 3506 2821
p 2 0 621 299 1089 777
