# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 455 465 1694 689
p 2 0 569 351 3737 843
p 2 0 544 376 2953 802
p 2 0 457 463 1646 688
p 2 0 482 438 2403 726
p 2 0 494 426 2535 736
p 2 0 554 366 4841 842
p 2 1 597 322 6480 940
p 2 0 593 327 4741 886
p 2 0 523 397 3733 793
p 2 0 569 351 5361 856
p 2 0 543 377 2995 806
i 2 920 0 0 20971 3493
p 2 0 718 202 8230 1247
p 2 0 676 244 3529 1051
p 2 0 647 273 4460 1011
p 2 361 345 214 11569 2397
p 2 349 354 217 13767 2476
p 2 348 351 221 12831 2495
p 2 377 345 198 12016 2563
p 2 417 274 229 11364 2591
p 2 594 110 216 9367 2753
p 2 630 98 192 6471 2646
p 2 0 540 380 2105 818
p 2 0 571 349 1433 724
p 2 0 441 479 1031 603
p 2 0 540 380 1135 713
p 2 0 508 412 1104 675
p 2 0 538 382 971 695
p 2 0 532 388 839 682
p 2 0 535 385 812 675
p 2 0 563 357 1020 704
p 2 0 520 400 937 664
i 2 920 0 0 24704 3466
p 2 0 697 223 7357 1137
p 2 86 602 232 27243 1974
p 2 0 672 248 3593 1052
p 2 112 548 260 27701 1963
p 2 0 654 266 4770 1043
p 2 61 628 231 29195 1826
p 2 0 649 271 4966 1024
p 2 34 661 225 22580 1613
p 2 0 631 289 3832 998
p 2 36 622 262 23194 1566
p 2 0 646 274 5493 1039
p 2 1 666 253 7044 1029
p 2 0 616 304 5081 907
p 2 5 608 307 4935 953
p 2 0 594 326 2392 860
p 2 0 607 313 2463 863
p 2 0 564 356 2358 816
p 2 0 675 245 5924 1003
p 2 0 577 343 2377 827
p 2 1 602 317 4138 900
p 2 0 637 283 6867 947
p 2 0 642 278 4339 909
i 2 920 0 0 25013 3456
p 2 0 696 224 9275 1107
p 2 37 658 225 8797 1211
p 2 0 627 293 2994 898
p 2 77 584 259 10169 1341
p 2 0 584 336 2883 881
p 2 16 552 352 8252 1060
p 2 0 559 361 2343 827
p 2 17 576 327 17980 1324
p 2 0 601 319 4324 908
p 2 1 625 294 14255 1154
p 2 0 575 345 3294 873
p 2 4 627 289 11680 1118
p 2 0 572 348 2935 863
p 2 0 609 311 2805 874
p 2 3 613 304 6122 971
p 2 3 589 328 6270 947
p 2 0 538 382 3410 800
i 2 920 0 0 38889 4166
p 2 149 549 222 20393 1872
i 2 920 0 0 24689 3464
p 2 2 684 234 9740 1148
p 2 26 641 253 16792 1415
p 2 0 578 342 2750 853
i 2 920 0 0 40764 4251
p 2 237 465 218 29867 2425
i 2 920 0 0 25214 3515
p 2 26 642 252 13057 1373
p 2 33 621 266 14809 1497
p 2 11 594 315 8447 1186
p 2 9 611 300 8434 1146
p 2 9 585 326 10618 1203
p 2 0 641 279 2732 987
p 2 57 567 296 11386 1397
p 2 7 587 326 10252 1161
p 2 43 595 282 10367 1339
p 2 0 599 321 2312 907
p 2 69 564 287 16328 1568
p 2 0 607 313 2548 948
p 2 0 573 347 1954 874
p 2 48 558 314 13967 1388
p 2 0 590 330 3325 894
p 2 43 532 345 7158 1135
p 2 1 622 297 10376 1122
p 2 6 564 350 3277 908
p 2 0 640 280 4110 949
p 2 485 215 220 20402 2850
p 2 0 592 328 6846 1012
p 2 78 591 251 10815 1581
p 2 0 561 359 2409 935
p 2 21 626 273 7630 1184
p 2 0 574 346 1669 867
p 2 83 547 290 8930 1409
p 2 67 588 265 9372 1524
p 2 61 583 276 8811 1545
p 2 55 600 265 8496 1573
p 2 20 629 271 8086 1442
p 2 9 632 279 8406 1412
p 2 7 635 278 8273 1374
p 2 4 643 273 5556 1212
p 2 3 633 284 7327 1206
p 2 0 619 301 1888 904
p 2 0 559 361 1426 802
p 2 0 576 344 5663 952
p 2 0 569 351 2403 818
p 2 5 554 361 7253 1007
p 2 0 510 410 1905 763
p 2 20 559 341 8550 1114
p 2 0 506 414 1788 756
p 2 83 470 367 11888 1331
p 2 0 500 420 1896 777
p 2 149 450 321 16590 1703
p 2 0 564 356 2326 872
p 2 140 435 345 15894 1687
p 2 0 536 384 2355 838
p 2 4 579 337 12394 1191
p 2 0 500 420 2407 786
p 2 0 500 420 2097 747
p 2 5 547 368 11877 1134
p 2 0 532 388 3467 813
p 2 0 537 383 2291 780
p 2 0 494 426 1656 724
i 2 920 0 0 39651 3996
i 2 920 0 0 18356 3259
i 2 920 0 0 22413 3616
i 2 920 0 0 18462 3260
i 2 920 0 0 38412 4052
i 2 920 0 0 18254 3264
i 2 920 0 0 39646 3999
i 2 920 0 0 18309 3269
i 2 920 0 0 22458 3635
i 2 920 0 0 18345 3264
i 2 920 0 0 23499 3626
i 2 920 0 0 18572 3264
i 2 920 0 0 37704 4038
i 2 920 0 0 18175 3261
i 2 920 0 0 39589 3989
i 2 920 0 0 18088 3259
i 2 920 0 0 37584 4059
p 2 553 175 192 36965 3554
i 2 920 0 0 10712 3183
i 2 920 0 0 34428 4128
i 2 920 0 0 11294 3201
i 2 920 0 0 22378 3813
i 2 920 0 0 12922 3249
i 2 920 0 0 37252 4200
i 2 920 0 0 13818 3264
i 2 920 0 0 36851 4219
i 2 920 0 0 14446 3301
i 2 920 0 0 37198 4199
i 2 920 0 0 14386 3282
i 2 920 0 0 37672 4198
i 2 920 0 0 13826 3227
i 2 920 0 0 23577 3854
i 2 920 0 0 13757 3216
p 2 10 649 261 4803 1153
p 2 10 659 251 2765 1000
p 2 0 586 334 1690 876
p 2 0 671 249 1417 879
i 2 920 0 0 37437 4222
i 2 920 0 0 13123 3232
i 2 920 0 0 39495 4236
i 2 920 0 0 14201 3244
i 2 920 0 0 39531 4241
i 2 920 0 0 13773 3233
i 2 920 0 0 24382 3824
i 2 920 0 0 14402 3249
p 2 488 236 196 43743 3591
p 2 505 217 198 16655 2874
i 2 920 0 0 25120 3833
i 2 920 0 0 15116 3242
p 2 480 242 198 44539 3558
p 2 501 220 199 14043 2868
p 2 80 642 198 10426 1954
p 2 9 696 215 7740 1448
p 2 432 291 197 45315 3489
p 2 469 252 199 18879 3044
i 2 920 0 0 27277 3970
i 2 920 0 0 16453 3360
p 2 517 207 196 44476 3583
i 2 920 0 0 15371 3316
i 2 920 0 0 23163 3737
i 2 920 0 0 15736 3296
i 2 920 0 0 39311 4144
i 2 920 0 0 17017 3296
p 2 453 251 216 22762 2943
p 2 351 343 226 37453 2968
p 2 358 344 218 22908 2778
p 2 343 351 226 37124 2922
p 2 355 343 222 22712 2776
p 2 351 351 218 37259 2949
p 2 365 328 227 23074 2816
p 2 0 562 358 1788 865
p 2 36 606 278 17109 1528
p 2 12 676 232 6846 1375
p 2 6 658 256 13883 1436
p 2 0 676 244 4162 1157
p 2 19 639 262 13822 1500
p 2 1 653 266 3838 1093
p 2 1 613 306 2789 945
p 2 8 607 305 3315 1039
p 2 1 582 337 2475 919
p 2 1 569 350 2736 897
p 2 19 500 401 2689 928
p 2 2 490 428 1929 803
p 2 3 585 332 2341 910
p 2 48 551 321 14888 1544
p 2 8 629 283 3488 1090
p 2 32 645 243 15520 1617
p 2 0 683 237 4872 1199
p 2 33 606 281 13602 1522
p 2 0 580 340 2459 901
p 2 22 623 275 12941 1413
p 2 0 597 323 2297 911
p 2 0 625 295 2414 918
p 2 0 542 378 2110 817
p 2 0 537 383 1508 781
p 2 0 490 430 1297 723
p 2 1 563 356 10651 1187
p 2 0 558 362 2289 884
p 2 42 529 349 13583 1431
p 2 0 522 398 2134 832
p 2 10 549 361 11218 1240
p 2 0 591 329 2958 911
p 2 0 577 343 4246 898
p 2 0 559 361 1997 825
p 2 0 495 425 1594 757
p 2 1 582 337 4054 885
p 2 0 525 395 1656 771
p 2 0 519 401 1403 755
p 2 4 604 312 10856 1217
p 2 0 596 324 2590 917
p 2 23 515 382 12709 1318
p 2 0 541 379 2487 861
p 2 3 558 359 10416 1140
p 2 0 586 334 2679 889
p 2 6 621 293 11347 1238
p 2 0 583 337 2411 888
p 2 0 638 282 4812 950
i 2 920 0 0 15018 3180
p 2 0 645 275 5271 1002
p 2 0 606 314 3341 870
p 2 0 558 362 1847 783
p 2 0 564 356 2457 792
p 2 47 582 291 14666 1453
p 2 0 592 328 2540 860
p 2 49 593 278 16307 1519
p 2 0 579 341 2976 902
p 2 54 598 268 19111 1651
p 2 17 639 264 5759 1199
p 2 34 635 251 18615 1602
p 2 19 644 257 6080 1244
p 2 20 667 233 18370 1549
p 2 0 665 255 5955 1106
p 2 0 679 241 3711 1041
p 2 466 232 222 25272 2747
p 2 0 679 241 7932 1093
p 2 0 658 262 9315 1018
p 2 0 609 311 3958 873
p 2 7 592 321 9565 998
p 2 0 588 332 2637 839
p 2 77 575 268 12487 1332
p 2 0 621 299 6069 918
p 2 162 518 240 19119 1809
i 2 920 0 0 14833 3129
p 2 130 546 244 25062 2046
p 2 127 550 243 24566 2107
p 2 88 606 226 22347 2024
p 2 77 611 232 21001 2002
p 2 101 587 232 21057 2059
p 2 75 611 234 21063 1969
p 2 390 311 219 8293 2340
i 2 920 0 0 28689 3545
p 2 479 229 212 19201 2814
p 2 524 170 226 9262 2665
i 2 920 0 0 29365 3540
p 2 529 180 211 20874 2943
p 2 433 262 225 7584 2474
i 2 920 0 0 29819 3535
p 2 439 290 191 16743 2621
p 2 400 318 202 10502 2748
p 2 18 684 218 4748 1559
p 2 123 578 219 9198 1926
p 2 21 657 242 4261 1530
p 2 88 612 220 10609 1832
p 2 1 680 239 3834 1434
p 2 156 520 244 13448 1973
p 2 0 636 284 3708 1153
p 2 5 645 270 9284 1294
p 2 0 650 270 3879 1097
i 2 920 0 0 11714 3516
i 2 920 0 0 18291 3329
i 2 920 0 0 34018 3931
i 2 920 0 0 18350 3316
i 2 920 0 0 20051 3653
i 2 920 0 0 18446 3308
i 2 920 0 0 36556 4021
i 2 920 0 0 18635 3322
i 2 920 0 0 15875 3678
i 2 920 0 0 19282 3348
i 2 920 0 0 31223 3971
i 2 920 0 0 19521 3369
i 2 920 0 0 38769 4056
p 2 522 200 198 12799 2881
i 2 920 0 0 19460 3803
i 2 920 0 0 19797 3364
i 2 920 0 0 40316 4143
p 2 528 180 212 13078 2898
i 2 920 0 0 34745 4087
i 2 920 0 0 20159 3370
i 2 920 0 0 41874 4168
i 2 920 0 0 20187 3356
i 2 920 0 0 22859 3898
i 2 920 0 0 20306 3358
i 2 920 0 0 35410 4151
p 2 557 177 186 47909 3488
p 2 268 456 196 30007 2352
i 2 920 0 0 33589 3858
i 2 920 0 0 32400 3729
p 2 317 381 222 35470 2491
p 2 295 405 220 27962 2211
i 2 920 0 0 31325 3781
i 2 920 0 0 32839 3766
p 2 309 392 219 35128 2452
p 2 275 414 231 28352 2182
p 2 292 405 223 34547 2428
p 2 274 426 220 27394 2233
p 2 320 386 214 38285 2585
p 2 259 447 214 28356 2212
p 2 317 388 215 37066 2546
p 2 272 427 221 29722 2209
i 2 920 0 0 21713 3539
i 2 920 0 0 33275 3771
i 2 920 0 0 35441 3869
i 2 920 0 0 10091 3054
p 2 1 673 246 5759 1183
i 2 920 0 0 10187 3260
i 2 920 0 0 14949 3411
p 2 72 657 191 14324 1901
p 2 16 694 210 12938 1617
i 2 920 0 0 14063 3499
p 2 82 628 210 13906 1902
p 2 344 373 203 14346 2704
i 2 920 0 0 17555 3580
p 2 208 511 201 19313 2581
p 2 74 641 205 22415 2344
p 2 259 454 207 25264 2670
i 2 920 0 0 20316 3633
i 2 920 0 0 23052 3593
p 2 340 371 209 29262 2834
i 2 920 0 0 16627 3606
i 2 920 0 0 24241 3742
p 2 197 515 208 26211 2543
p 2 43 656 221 20788 1891
p 2 74 624 222 16622 1927
p 2 29 669 222 13225 1671
p 2 16 672 232 10145 1469
p 2 16 685 219 8742 1377
p 2 33 657 230 10266 1489
p 2 1 707 212 7744 1157
p 2 0 674 246 6227 1031
p 2 59 639 222 10975 1595
p 2 0 706 214 6019 1061
p 2 19 693 208 7998 1181
p 2 29 653 238 10111 1422
p 2 18 680 222 9737 1265
p 2 0 695 225 7483 1062
p 2 39 669 212 11481 1605
p 2 0 669 251 4144 1045
p 2 8 681 231 4181 1146
p 2 52 627 241 7912 1414
p 2 3 676 241 3694 1146
p 2 0 645 275 3430 1024
p 2 33 657 230 7093 1403
p 2 0 656 264 3371 1018
p 2 0 659 261 2925 986
p 2 19 622 279 4893 1195
p 2 0 609 311 2587 909
p 2 0 575 345 2622 893
p 2 15 558 347 3946 1064
p 2 0 557 363 2060 846
p 2 0 549 371 1986 837
p 2 26 620 274 4367 1183
p 2 0 531 389 2499 846
p 2 0 629 291 2746 965
p 2 16 555 349 3139 1023
p 2 0 633 287 2152 935
p 2 0 569 351 2408 900
p 2 2 684 234 2993 1059
p 2 0 647 273 2878 928
p 2 0 686 234 3888 1053
p 2 2 682 236 4552 961
p 2 0 630 290 2333 902
p 2 0 611 309 1934 907
p 2 0 626 294 1643 883
p 2 0 552 368 2168 788
p 2 0 614 306 2774 888
p 2 0 551 369 1696 791
p 2 0 582 338 2431 838
p 2 0 546 374 1821 781
p 2 0 565 355 1458 823
p 2 0 476 444 1322 695
p 2 0 530 390 1371 773
p 2 0 456 464 1154 694
p 2 0 500 420 1055 691
p 2 0 528 392 1406 766
p 2 0 534 386 1391 755
p 2 0 425 495 1035 634
p 2 0 479 441 1242 715
p 2 0 544 376 4052 821
p 2 0 573 347 3507 842
i 2 920 0 0 25581 3388
p 2 2 702 216 8567 1186
p 2 1 697 222 10038 1179
p 2 1 697 222 10355 1190
p 2 4 688 228 10128 1199
p 2 2 698 220 9982 1202
p 2 0 699 221 12517 1205
p 2 1 707 212 9931 1218
p 2 1 705 214 11419 1220
p 2 0 703 217 9754 1169
p 2 0 695 225 9836 1167
p 2 0 707 213 10143 1199
p 2 1 698 221 10031 1181
p 2 0 711 209 9997 1207
p 2 2 694 224 10318 1192
p 2 1 711 208 10577 1184
p 2 1 702 217 11665 1193
p 2 0 711 209 10534 1179
p 2 0 706 214 11729 1186
p 2 0 712 208 10342 1165
p 2 0 705 215 11851 1233
p 2 2 711 207 10477 1217
p 2 0 706 214 11846 1218
p 2 0 715 205 10989 1216
p 2 0 707 213 11836 1203
p 2 0 714 206 10338 1205
p 2 0 706 214 12713 1202
p 2 0 711 209 10091 1186
p 2 0 702 218 11756 1161
p 2 0 712 208 9579 1150
p 2 0 697 223 11493 1143
p 2 0 708 212 9672 1135
p 2 0 694 226 10844 1127
p 2 0 705 215 9185 1107
p 2 0 683 237 10028 1106
p 2 0 694 226 9089 1095
p 2 0 692 228 9968 1066
p 2 0 683 237 9047 1049
p 2 0 694 226 11181 1105
p 2 0 651 269 8727 1007
p 2 0 638 282 7242 970
p 2 0 663 257 6439 971
p 2 2 646 272 8296 991
p 2 0 662 258 4176 955
p 2 1 622 297 6137 961
p 2 0 614 306 3755 894
p 2 0 548 372 2271 803
p 2 0 547 373 2534 801
p 2 3 571 346 8066 982
p 2 0 558 362 3365 837
p 2 19 521 380 10680 1034
p 2 0 510 410 2322 783
p 2 17 520 383 11745 1072
p 2 0 535 385 2444 805
p 2 17 537 366 12431 1075
p 2 0 550 370 2852 837
p 2 27 493 400 12013 1064
p 2 0 597 323 5645 913
p 2 14 619 287 12947 1102
i 2 920 0 0 28297 3499
p 2 4 697 219 9229 1158
p 2 19 668 233 12848 1244
p 2 0 650 270 3989 974
p 2 4 679 237 10590 1174
p 2 0 601 319 3287 891
p 2 13 632 275 9926 1104
p 2 0 606 314 3583 896
p 2 9 590 321 9012 1012
p 2 0 526 394 2698 781
p 2 6 567 347 8267 963
p 2 0 576 344 2942 822
p 2 10 521 389 9181 926
p 2 0 597 323 2659 862
p 2 8 545 367 8712 961
p 2 0 560 360 2728 821
p 2 6 586 328 9498 1000
i 2 920 0 0 23211 3441
p 2 3 686 231 10077 1162
p 2 43 658 219 19593 1729
p 2 0 689 231 4676 1166
p 2 24 684 212 19075 1597
p 2 0 702 218 7663 1231
p 2 77 641 202 19449 1886
p 2 0 682 238 5073 1205
p 2 31 653 236 17996 1483
p 2 3 676 241 5376 1152
p 2 27 627 266 17233 1431
p 2 0 641 279 4379 942
p 2 0 616 304 4079 904
p 2 0 617 303 2288 886
p 2 0 540 380 2368 793
p 2 0 529 391 3095 772
p 2 0 560 360 1901 799
p 2 0 563 357 2224 820
p 2 13 621 286 16800 1342
p 2 0 637 283 3213 940
p 2 12 630 278 15166 1361
p 2 0 617 303 3105 930
p 2 18 610 292 14686 1348
p 2 0 625 295 3126 925
p 2 17 609 294 12846 1235
p 2 0 629 291 3183 928
p 2 161 473 286 18300 1952
p 2 0 619 301 3102 929
p 2 151 529 240 18778 1999
p 2 0 600 320 3621 956
i 2 920 0 0 19318 3458
p 2 0 598 322 1753 831
p 2 226 476 218 12486 2000
p 2 0 636 284 2840 920
p 2 148 507 265 6680 1585
p 2 0 659 261 1830 991
p 2 441 259 220 23840 2746
p 2 0 709 211 7789 1196
p 2 31 649 240 13556 1341
p 2 0 643 277 3211 955
p 2 0 626 294 3727 910
p 2 27 589 304 12490 1173
p 2 0 624 296 5246 947
p 2 0 563 357 3069 847
p 2 59 577 284 15072 1368
p 2 0 536 384 2414 818
p 2 0 550 370 2638 816
p 2 76 500 344 17502 1404
p 2 0 602 318 4467 913
p 2 0 567 353 2905 845
p 2 106 538 276 21919 1661
p 2 0 602 318 3460 923
p 2 0 623 297 6378 955
p 2 121 521 278 25065 1741
p 2 0 603 317 4903 923
p 2 0 610 310 3905 898
p 2 184 469 267 25242 1975
p 2 0 587 333 3215 892
p 2 0 571 349 3102 856
i 2 920 0 0 30147 3419
p 2 0 631 289 3273 956
p 2 0 630 290 5111 922
p 2 211 459 250 32050 2225
p 2 0 649 271 4674 1065
p 2 0 637 283 5172 990
i 2 920 0 0 26708 3317
p 2 0 708 212 10825 1238
p 2 302 412 206 27988 2478
p 2 0 681 239 5371 1086
p 2 245 451 224 29201 2421
p 2 0 650 270 3567 1082
p 2 314 390 216 24102 2512
p 2 0 647 273 3199 1069
p 2 126 541 253 20962 1978
p 2 0 665 255 3888 1035
p 2 110 592 218 18387 1850
p 2 0 597 323 3001 961
p 2 153 523 244 16616 1825
p 2 1 650 269 7138 1146
p 2 52 571 297 8951 1437
p 2 0 607 313 1812 922
p 2 35 563 322 7190 1206
p 2 0 613 307 2814 889
p 2 32 608 280 6723 1224
i 2 920 0 0 15506 3139
p 2 0 660 260 4128 979
p 2 11 650 259 12758 1418
p 2 0 656 264 3603 1046
p 2 72 622 226 16114 1757
p 2 0 670 250 3681 1122
p 2 52 637 231 16873 1780
p 2 10 676 234 4014 1266
p 2 61 625 234 15731 1754
p 2 118 573 229 10218 1807
p 2 114 569 237 14463 1848
p 2 56 621 243 7741 1469
p 2 11 673 236 7768 1383
p 2 88 606 226 8665 1617
p 2 108 579 233 11777 1681
p 2 80 612 228 9996 1587
p 2 52 648 220 15793 1755
p 2 65 626 229 9013 1689
p 2 126 562 232 12246 1961
p 2 141 555 224 15484 1977
p 2 89 603 228 17229 1910
p 2 75 614 231 8862 1635
p 2 79 607 234 15890 1895
p 2 34 651 235 7268 1514
p 2 65 619 236 13990 1734
p 2 89 587 244 8882 1647
p 2 89 602 229 9006 1640
i 2 920 0 0 16786 3183
p 2 0 698 222 4169 1017
p 2 0 651 269 2421 920
p 2 86 512 322 10166 1490
p 2 0 593 327 1985 881
p 2 0 489 431 1469 752
p 2 86 578 256 8179 1514
p 2 0 535 385 1701 842
p 2 0 486 434 1494 746
p 2 76 499 345 7682 1308
p 2 0 549 371 1630 835
p 2 0 548 372 1413 790
p 2 95 521 304 7975 1361
p 2 0 545 375 1501 802
p 2 0 439 481 1203 685
p 2 0 416 504 1281 654
p 2 59 464 397 7743 1167
p 2 0 479 441 1558 736
p 2 62 539 319 7424 1249
p 2 0 510 410 2290 787
p 2 0 525 395 2073 780
i 2 920 0 0 30104 3802
p 2 0 704 216 9153 1250
p 2 0 659 261 4224 1027
p 2 359 361 200 32278 2988
p 2 180 538 202 31953 2653
p 2 0 696 224 5647 1287
p 2 19 685 216 24744 1774
p 2 0 671 249 4502 1182
p 2 21 681 218 25711 1781
p 2 0 681 239 5901 1185
p 2 0 685 235 16994 1358
p 2 0 679 241 5955 1106
p 2 1 695 224 16861 1350
p 2 0 689 231 16176 1328
p 2 1 687 232 16737 1342
p 2 0 680 240 16582 1333
p 2 0 680 240 8958 1153
i 2 920 0 0 19155 3311
p 2 42 664 214 8319 1378
p 2 5 677 238 4431 1110
p 2 59 564 297 10612 1373
p 2 15 570 335 5548 1074
p 2 51 546 323 7443 1272
p 2 40 574 306 9269 1344
p 2 11 564 345 5137 1009
p 2 75 490 355 9009 1373
p 2 27 532 361 7573 1147
p 2 33 532 355 8135 1168
p 2 0 516 404 2055 793
p 2 30 550 340 8153 1183
p 2 0 524 396 1880 811
p 2 18 512 390 5689 1029
p 2 27 516 377 7293 1104
p 2 0 465 455 1642 730
p 2 45 445 430 6305 1042
p 2 50 565 305 8610 1341
p 2 36 517 367 6497 1151
p 2 0 528 392 2083 809
p 2 109 599 212 16771 2057
p 2 29 674 217 12259 1696
p 2 52 657 211 11112 1702
p 2 47 662 211 9917 1651
p 2 6 704 210 7027 1436
p 2 14 698 208 8363 1460
p 2 3 704 213 6700 1384
p 2 7 703 210 6812 1383
p 2 3 707 210 8027 1387
p 2 3 707 210 8361 1355
p 2 5 708 207 7369 1350
p 2 5 703 212 6672 1384
p 2 0 710 210 6526 1384
p 2 1 710 209 6566 1413
p 2 0 706 214 7307 1381
p 2 0 704 216 6510 1332
p 2 0 701 219 6466 1249
p 2 0 697 223 6286 1210
p 2 0 667 253 9454 1281
p 2 0 644 276 2571 951
p 2 31 607 282 11437 1396
p 2 0 615 305 2378 963
p 2 9 667 244 9884 1277
p 2 0 562 358 2229 856
p 2 35 613 272 10472 1425
p 2 0 589 331 2104 947
p 2 73 570 277 7725 1428
p 2 0 611 309 1933 912
p 2 108 554 258 5335 1526
p 2 14 632 274 4208 1243
p 2 0 643 277 1692 997
p 2 0 650 270 3507 1067
p 2 0 624 296 1652 904
i 2 920 0 0 27120 3368
p 2 5 704 211 8289 1115
p 2 0 677 243 5773 986
p 2 0 604 316 2935 872
p 2 0 602 318 2549 848
p 2 0 519 401 1832 735
p 2 0 545 375 2121 774
p 2 0 537 383 1796 767
p 2 0 529 391 1929 750
p 2 0 658 262 9156 1027
p 2 0 704 216 11622 1067
p 2 1 710 209 8274 1061
p 2 1 705 214 8416 1053
p 2 0 700 220 8638 1065
p 2 1 697 222 4808 974
p 2 2 686 232 8842 1085
p 2 3 696 221 9038 1106
p 2 0 706 214 7264 1022
p 2 3 691 226 6602 1013
p 2 0 697 223 8547 1068
p 2 1 706 213 7427 1030
p 2 0 706 214 7819 1022
p 2 0 684 236 4757 955
p 2 0 691 229 7690 1013
p 2 0 679 241 7997 1000
p 2 0 709 211 7556 1040
p 2 0 665 255 4470 932
p 2 0 630 290 7001 942
p 2 0 670 250 6804 982
p 2 0 697 223 7540 1032
p 2 0 694 226 7854 1028
p 2 0 686 234 4632 963
p 2 0 661 259 7069 960
p 2 0 684 236 4441 940
p 2 0 635 285 6972 946
p 2 0 641 279 7025 953
p 2 0 588 332 4364 832
p 2 0 581 339 2914 827
p 2 0 564 356 2631 816
p 2 0 514 406 2272 761
p 2 0 562 358 3767 826
p 2 0 568 352 2585 807
p 2 0 572 348 2382 801
p 2 0 548 372 1975 779
p 2 0 513 407 1920 740
p 2 0 501 419 1963 745
p 2 0 518 402 1809 750
p 2 0 532 388 1833 765
p 2 0 538 382 2014 761
p 2 0 527 393 1884 754
p 2 0 448 472 1494 669
p 2 0 447 473 1428 664
p 2 0 512 408 2448 747
p 2 0 480 440 1795 709
p 2 0 514 406 1923 724
p 2 0 553 367 2860 785
p 2 0 470 450 1831 690
p 2 0 471 449 2037 693
p 2 0 496 424 1908 721
p 2 0 446 474 1469 672
p 2 0 542 378 2295 772
p 2 0 480 440 1600 696
p 2 0 509 411 1616 744
p 2 0 495 425 1905 721
p 2 0 491 429 1660 723
p 2 0 542 378 2760 764
p 2 0 517 403 1868 751
p 2 2 527 391 2459 775
p 2 0 524 396 2695 754
p 2 0 538 382 2749 792
p 2 0 490 430 1920 731
p 2 0 568 352 2979 829
p 2 0 522 398 2096 747
p 2 0 536 384 3266 793
p 2 0 522 398 2776 762
p 2 0 527 393 3277 783
p 2 0 481 439 1966 707
p 2 0 534 386 2040 765
p 2 0 534 386 3394 774
p 2 0 508 412 1877 731
p 2 0 518 402 2452 746
p 2 0 520 400 4085 784
p 2 0 489 431 2174 715
p 2 0 483 437 1647 707
p 2 0 525 395 4181 793
p 2 0 548 372 2299 786
p 2 0 514 406 1715 769
p 2 0 505 415 3261 751
p 2 0 502 418 1906 749
p 2 0 471 449 1544 683
p 2 0 530 390 3833 805
p 2 0 561 359 2050 796
p 2 0 535 385 2791 815
p 2 0 559 361 3722 809
p 2 0 533 387 3412 779
i 2 920 0 0 25168 3674
p 2 3 697 220 7906 1213
p 2 13 689 218 18958 1756
p 2 4 689 227 12386 1375
p 2 5 708 207 18862 1735
p 2 0 705 215 5976 1165
p 2 29 683 208 21078 1892
p 2 0 694 226 4360 1124
p 2 22 680 218 18545 1788
p 2 1 694 225 11318 1276
p 2 19 676 225 17796 1710
p 2 0 681 239 4494 1085
p 2 50 661 209 22535 2020
p 2 0 684 236 4540 1108
p 2 24 677 219 19361 1837
p 2 2 692 226 10815 1304
p 2 11 688 221 17692 1714
p 2 0 679 241 4356 1083
p 2 17 686 217 17243 1771
p 2 0 695 225 4674 1162
p 2 13 681 226 17651 1756
p 2 2 689 229 12386 1310
p 2 10 688 222 18270 1770
p 2 0 691 229 4376 1080
p 2 46 657 217 23371 1996
p 2 0 700 220 5506 1158
p 2 24 673 223 17374 1779
p 2 20 670 230 15305 1489
p 2 15 685 220 17618 1737
p 2 0 698 222 4903 1109
p 2 8 692 220 18270 1685
p 2 0 697 223 4550 1100
p 2 4 687 229 14045 1571
p 2 14 668 238 12872 1323
p 2 10 688 222 13470 1545
p 2 0 685 235 4096 1057
p 2 41 650 229 21666 1801
p 2 0 680 240 4506 1077
p 2 17 682 221 13716 1583
p 2 6 670 244 13969 1278
p 2 25 668 227 14469 1652
p 2 0 675 245 4763 1068
p 2 38 661 221 19053 1772
p 2 0 680 240 4717 1064
p 2 5 680 235 12236 1524
p 2 3 695 222 13434 1281
p 2 12 679 229 12834 1600
p 2 0 694 226 4730 1075
p 2 62 625 233 23518 2033
p 2 0 697 223 4865 1129
p 2 8 678 234 11916 1601
p 2 5 693 222 16186 1382
p 2 14 673 233 12560 1599
p 2 0 693 227 5832 1101
p 2 18 671 231 18609 1726
p 2 0 690 230 4624 1119
p 2 10 684 226 10408 1586
p 2 19 680 221 15566 1419
p 2 2 690 228 8669 1478
p 2 0 691 229 4547 1120
p 2 31 658 231 20403 1734
p 2 0 693 227 4427 1113
p 2 3 677 240 7615 1354
p 2 6 680 234 16578 1277
p 2 8 680 232 7802 1430
p 2 0 684 236 5817 1106
p 2 7 686 227 14355 1466
p 2 0 693 227 4779 1124
p 2 12 679 229 6217 1422
p 2 0 697 223 14431 1236
p 2 14 680 226 6539 1428
p 2 0 687 233 3914 1075
p 2 1 690 229 17335 1452
p 2 0 701 219 4139 1096
p 2 0 677 243 5894 1284
p 2 5 685 230 17111 1298
p 2 0 683 237 5357 1268
p 2 0 675 245 3879 1023
p 2 19 667 234 22615 1645
p 2 0 673 247 5317 1056
p 2 66 631 223 21221 1747
p 2 0 674 246 3236 1066
p 2 87 603 230 14311 1751
p 2 0 688 232 3411 1060
p 2 44 645 231 13274 1637
p 2 0 681 239 3780 1076
p 2 73 611 236 12645 1603
p 2 0 675 245 2715 1055
p 2 53 639 228 6607 1489
i 2 920 0 0 18175 3047
